state,county,zip
Virginia,Lexington,24450
Virginia,Botetourt,24450
South Dakota,Pennington,57703
Indiana,Madison,46064
Indiana,Hancock,46064
North Carolina,Stokes,27021
North Carolina,Forsyth,27021
Florida,Palm Beach,33498
Minnesota,Scott,55438
Minnesota,Hennepin,55438
California,Lake,95422
Illinois,Cook,60478
Missouri,St. Louis,63115
Illinois,Kendall,60503
Illinois,Will,60503
Washington,Pierce,98385
Washington,Pierce,98321
Washington,Pierce,98396
Indiana,Tippecanoe,47904
Texas,Dallas,75233
South Carolina,Horry,29569
California,Tulare,93673
California,Fresno,93631
California,Tulare,93631
California,Kings,93631
Pennsylvania,Armstrong,16201
Illinois,Cook,60546
Kansas,Sedgwick,67214
Colorado,El Paso,80905
Kansas,Riley,66503
Kansas,Pottawatomie,66503
Utah,Davis,84014
Texas,Fort Bend,77031
Texas,Harris,77031
Arkansas,Union,71753
Arkansas,Columbia,71753
California,Alameda,94542
Washington,Jefferson,98368
Indiana,Lake,46404
Texas,Harrison,75671
Texas,Harrison,75672
Texas,Panola,75672
Alabama,Baldwin,36547
Alabama,Baldwin,36542
Wisconsin,Shawano,54166
Ohio,Richland,44905
Pennsylvania,Mercer,16148
Michigan,Ingham,48825
Michigan,Ingham,48824
Michigan,Ingham,48912
Kentucky,Allen,42164
Kentucky,Allen,42153
Ohio,Geauga,44022
Ohio,Cuyahoga,44022
Florida,St. Lucie,34950
Texas,Tarrant,76118
Illinois,Madison,62249
Illinois,Bond,62249
Illinois,Clinton,62249
Indiana,Miami,46992
Pennsylvania,Delaware,19015
Indiana,Wabash,46992
Ohio,Lucas,43528
Indiana,Vanderburgh,47720
Texas,Montgomery,77306
Alabama,DeKalb,35967
Alabama,Cherokee,35967
Kentucky,Robertson,41031
Kentucky,Bourbon,41031
Kentucky,Nicholas,41031
Kentucky,Harrison,41031
Georgia,Sumter,31709
Florida,Collier,34108
Delaware,New Castle,19707
Kentucky,Pulaski,42501
Minnesota,Benton,56304
Minnesota,Sherburne,56304
Pennsylvania,Montgomery,19512
Pennsylvania,Berks,19512
Georgia,Bulloch,30461
Washington,Skagit,98235
Washington,Skagit,98233
Ohio,Champaign,45344
Ohio,Clark,45344
Ohio,Miami,45344
Ohio,Clark,45349
Ohio,Montgomery,45344
Ohio,Clark,45319
Mississippi,Bolivar,38732
Mississippi,Sunflower,38732
Mississippi,Bolivar,38733
Wisconsin,Dane,53714
California,Sonoma,95448
Tennessee,Davidson,37210
Kansas,Butler,67002
Texas,Gaines,79360
Florida,Manatee,34210
Pennsylvania,Washington,15017
Pennsylvania,Allegheny,15017
New York,Suffolk,11788
New York,Albany,12054
Texas,Calhoun,77978
Texas,Calhoun,77979
Texas,Victoria,77979
Texas,Jackson,77979
Illinois,Fulton,61520
Illinois,Fulton,61524
Illinois,Fulton,61543
Illinois,Fulton,61563
Virginia,Frederick,22603
Texas,Victoria,77951
Texas,Goliad,77905
Texas,Victoria,77973
Texas,Victoria,77905
Florida,Pasco,34610
California,Los Angeles,91203
California,Alameda,94702
Idaho,Gem,83617
Idaho,Payette,83617
Idaho,Gem,83636
Nevada,Lyon,89403
Nevada,Lyon,89428
Nevada,Storey,89403
Kentucky,Jefferson,40212
Colorado,Adams,80701
Colorado,Morgan,80701
Alabama,Mobile,36571
California,Kern,93241
Ohio,Richland,44833
Ohio,Morrow,44833
Ohio,Morrow,43325
Ohio,Marion,44833
Ohio,Crawford,44833
Illinois,Christian,62568
Missouri,St. Francois,63601
Ohio,Belmont,43972
Florida,Citrus,34442
Ohio,Belmont,43951
Ohio,Harrison,43950
Ohio,Belmont,43950
Florida,Collier,34105
Georgia,Monroe,31029
Georgia,Butts,31029
Minnesota,Hennepin,55405
Florida,Seminole,32766
Nevada,Humboldt,89445
Nevada,Humboldt,89446
Nevada,Pershing,89445
Colorado,Gunnison,81623
Colorado,Garfield,81623
Colorado,Pitkin,81623
Colorado,Eagle,81623
Pennsylvania,Allegheny,15088
Pennsylvania,Allegheny,15025
Pennsylvania,Allegheny,15020
California,Ventura,93013
California,Santa Barbara,93013
Virginia,Chesterfield,23838
Texas,Wise,76247
Texas,Denton,76247
Pennsylvania,Cambria,15904
Pennsylvania,Somerset,15904
Florida,Miami-Dade,33146
Texas,Henderson,75156
Texas,Kaufman,75156
Arkansas,Johnson,72830
Missouri,Webster,65706
Missouri,Greene,65706
Colorado,Garfield,81601
California,Santa Clara,94305
Ohio,Richland,44906
Texas,Dallas,75203
Virginia,Caroline,22546
Virginia,Spotsylvania,22546
Virginia,Hanover,22546
Alabama,Jefferson,35206
New York,Westchester,10470
New York,Bronx,10470
Ohio,Montgomery,45410
Ohio,Montgomery,45469
Alabama,Blount,35013
Alabama,Blount,35121
North Carolina,Yancey,28714
Alabama,St. Clair,35121
North Carolina,Yancey,28755
Alabama,Etowah,35121
Tennessee,Shelby,38112
Virginia,Roanoke,24014
Texas,McLennan,76707
Oregon,Clackamas,97038
Louisiana,Jefferson Davis,70546
Louisiana,Acadia,70546
Virginia,Fairfax,22303
New York,Queens,11004
Maryland,Baltimore,21211
Michigan,Oakland,48342
Colorado,Arapahoe,80236
Colorado,Denver,80236
Florida,Duval,32206
Arkansas,Benton,72719
Indiana,Madison,46013
Ohio,Clark,45504
Ohio,Clark,45372
Wisconsin,La Crosse,54636
Texas,Hunt,75474
South Dakota,Butte,57783
South Dakota,Lawrence,57783
South Dakota,Lawrence,57799
Texas,Kaufman,75474
West Virginia,Wood,26104
Illinois,Cook,60192
California,Los Angeles,90701
South Carolina,Calhoun,29118
South Carolina,Orangeburg,29118
Michigan,Kent,49321
New York,St. Lawrence,13662
Texas,Harris,77587
Georgia,Houston,31047
Iowa,Boone,50036
Iowa,Hamilton,50036
North Carolina,Cumberland,28301
Mississippi,Lauderdale,39307
Pennsylvania,Allegheny,15147
Pennsylvania,Berks,19518
Illinois,St. Clair,62223
South Carolina,Clarendon,29102
Tennessee,Robertson,37188
Tennessee,Sumner,37188
Maryland,Baltimore,21085
Maryland,Harford,21085
Minnesota,Hennepin,55403
California,Santa Barbara,93110
Missouri,St. Louis,63074
Ohio,Stark,44706
New Mexico,Otero,88081
New Mexico,Doña Ana,88081
New Mexico,Otero,88342
Texas,Bexar,78219
Tennessee,Morgan,37748
Tennessee,Hamilton,37377
Tennessee,Marion,37377
Tennessee,Roane,37748
Tennessee,Sequatchie,37377
Texas,Dallas,75001
Alabama,Escambia,36543
Alabama,Conecuh,36502
Alabama,Escambia,36502
Alabama,Monroe,36502
Alabama,Baldwin,36502
Alabama,Escambia,36503
Wisconsin,Columbia,53532
Wisconsin,Dane,53532
Wisconsin,Dane,53571
Ohio,Hamilton,45243
Florida,St. Lucie,34951
South Carolina,Beaufort,29902
Alaska,Anchorage,99513
Alaska,Anchorage,99501
Tennessee,Shelby,38139
Missouri,Bollinger,63775
Missouri,Perry,63775
Ohio,Montgomery,45419
Missouri,Cape Girardeau,63775
Florida,Broward,33301
Kentucky,Taylor,42728
Kentucky,Adair,42728
California,San Joaquin,95203
Kentucky,Metcalfe,42728
Minnesota,Wright,55374
Minnesota,Hennepin,55374
South Carolina,Pickens,29657
South Carolina,Anderson,29657
Alabama,Marshall,35957
Alabama,DeKalb,35957
West Virginia,Mercer,24740
Alabama,Blount,35957
West Virginia,Mercer,24739
South Carolina,Anderson,29627
South Carolina,Greenville,29627
South Carolina,Abbeville,29627
Alabama,Chambers,36854
Alabama,Lee,36854
Ohio,Montgomery,45409
Texas,Harris,77029
Oregon,Marion,97381
Virginia,Fluvanna,22963
Louisiana,Pointe Coupee,70767
Louisiana,West Baton Rouge,70767
South Carolina,Saluda,29070
South Carolina,Lexington,29070
South Carolina,Newberry,29070
South Carolina,Aiken,29070
Michigan,Wayne,48225
Michigan,Macomb,48082
Florida,Polk,33867
Florida,Osceola,33898
Florida,Polk,33856
Florida,Polk,33898
Florida,Polk,33855
Florida,Polk,33854
Tennessee,Williamson,37179
Tennessee,Knox,37909
Florida,Miami-Dade,33136
Tennessee,Weakley,38261
Tennessee,Obion,38261
Pennsylvania,Luzerne,18707
Florida,Columbia,32055
Florida,Suwannee,32055
Indiana,Whitley,46814
Indiana,Allen,46814
Arkansas,Benton,72715
New York,Oneida,13413
New York,Herkimer,13413
Tennessee,Roane,37763
Pennsylvania,Northumberland,17801
Florida,Broward,33066
Ohio,Ashtabula,44030
Colorado,Boulder,80025
Colorado,Boulder,80310
Colorado,Boulder,80305
New York,Onondaga,13031
Pennsylvania,Luzerne,18640
New York,Ontario,14564
New York,Ontario,14453
New York,Monroe,14564
Florida,Hillsborough,33605
South Carolina,Oconee,29634
South Carolina,Anderson,29631
South Carolina,Pickens,29634
South Carolina,Pickens,29631
Utah,Davis,84087
South Carolina,Georgetown,29585
North Carolina,Guilford,27409
Florida,Miami-Dade,33035
Arkansas,Crittenden,72364
Iowa,Polk,50323
Iowa,Dallas,50323
Minnesota,Dakota,55306
Pennsylvania,Bucks,19056
New York,Suffolk,11780
Mississippi,Marshall,38611
Mississippi,DeSoto,38611
Pennsylvania,Luzerne,18706
Ohio,Summit,44321
Ohio,Medina,44321
Michigan,Roscommon,48624
Michigan,Ogemaw,48624
Michigan,Gladwin,48624
Michigan,Clare,48624
Kansas,McPherson,67460
Tennessee,Lauderdale,38063
Tennessee,Haywood,38063
Arkansas,Grant,71602
Arkansas,Jefferson,71602
Wisconsin,Sheboygan,53073
Georgia,Cherokee,30107
Georgia,Forsyth,30107
Georgia,Pickens,30107
Oklahoma,Tulsa,74146
New York,Erie,14222
Pennsylvania,Erie,16505
Pennsylvania,Somerset,15502
Pennsylvania,Westmoreland,15501
Pennsylvania,Somerset,15501
Wisconsin,Monroe,54660
Indiana,Lake,46303
Wisconsin,Walworth,53115
Delaware,New Castle,19801
Florida,Pinellas,33704
Oklahoma,Osage,74127
Oklahoma,Tulsa,74127
Ohio,Cuyahoga,44140
Kentucky,Spencer,40071
Kentucky,Shelby,40071
Kentucky,Bullitt,40071
Texas,Atascosa,78064
Texas,Wilson,78064
Illinois,Madison,62035
Illinois,Jersey,62035
Illinois,Will,60433
Florida,Hillsborough,33602
Wyoming,Park,82450
Wyoming,Park,82414
Indiana,St. Joseph,46637
Kansas,Geary,66442
Kansas,Riley,66442
Alaska,Anchorage,99517
Kentucky,Boone,41048
Arizona,Maricopa,85215
Michigan,Washtenaw,48130
Florida,Orange,32827
South Carolina,Dillon,29536
Pennsylvania,Berks,19610
Texas,Lubbock,79403
Wisconsin,Lafayette,53818
Wisconsin,Iowa,53818
Wisconsin,Grant,53818
Mississippi,Jefferson Davis,39429
Mississippi,Lamar,39429
Mississippi,Marion,39429
Iowa,Polk,50316
Kentucky,Knott,41701
Kentucky,Perry,41729
Kentucky,Perry,41701
Iowa,Polk,50311
California,San Diego,92010
Arkansas,Lafayette,71801
Arkansas,Hempstead,71801
Kansas,Franklin,66067
Illinois,Lake,60064
Texas,Denton,76207
Texas,Brazoria,77531
Indiana,Hendricks,46122
Michigan,Livingston,48816
Michigan,Livingston,48855
Maryland,Baltimore,21210
Colorado,Mesa,81503
Indiana,Allen,46807
Arizona,Maricopa,85250
Oklahoma,Oklahoma,73025
Oklahoma,Logan,73025
Florida,Escambia,32534
Florida,Collier,34145
Florida,Collier,34140
Pennsylvania,Montgomery,19462
North Carolina,Rowan,28023
Virginia,Henrico,23226
Virginia,Richmond,23226
Virginia,Richmond,23173
Pennsylvania,Erie,16504
Pennsylvania,Erie,16546
Nevada,Elko,89815
Nevada,Elko,89833
New York,Kings,11239
North Carolina,Caswell,27244
North Carolina,Alamance,27244
North Carolina,Alamance,27202
North Carolina,Guilford,27244
Florida,Pinellas,33778
Pennsylvania,Berks,17067
Pennsylvania,Lebanon,17067
Colorado,Mesa,81507
Pennsylvania,Lancaster,17517
California,Mendocino,95437
South Carolina,Anderson,29630
South Carolina,Pickens,29630
Texas,Van Zandt,75103
South Carolina,Spartanburg,29377
South Carolina,Spartanburg,29334
South Carolina,Spartanburg,29375
Kentucky,Breckinridge,42754
Kentucky,Edmonson,42754
Kentucky,Grayson,42754
Pennsylvania,Erie,16503
Florida,Broward,33004
Texas,Moore,79029
Texas,Hartley,79029
Illinois,Cook,60070
Oklahoma,Muskogee,74463
Oklahoma,Muskogee,74401
California,Marin,94960
Georgia,DeKalb,30360
Georgia,Gwinnett,30360
Virginia,Bristol,24201
Colorado,Mesa,81521
Colorado,Mesa,81523
Ohio,Ashtabula,44062
Ohio,Geauga,44080
Ohio,Geauga,44062
Ohio,Trumbull,44062
Tennessee,Rutherford,37090
Tennessee,Wilson,37090
Tennessee,Smith,37090
Texas,Travis,78751
Texas,El Paso,79903
Mississippi,DeSoto,38672
Florida,Miami-Dade,33132
South Carolina,Sumter,29153
South Carolina,Lee,29153
Arizona,Pima,85709
Arizona,Pima,85714
Arizona,Pima,85723
Georgia,Jackson,30517
Georgia,Barrow,30517
Georgia,Hall,30517
Florida,St. Lucie,32968
Florida,Indian River,32968
Georgia,Gwinnett,30517
Virginia,Roanoke,24015
Pennsylvania,Huntingdon,16652
Pennsylvania,Huntingdon,16654
Texas,Tarrant,75054
Texas,Dallas,75054
Texas,Borden,79549
Texas,Kent,79549
Texas,Scurry,79549
Indiana,Hancock,46040
Pennsylvania,Beaver,15009
Indiana,Madison,46040
Indiana,Hamilton,46040
Texas,Bexar,78220
North Dakota,Grand Forks,58203
Florida,Alachua,32653
Indiana,Marion,46113
Indiana,Morgan,46113
Indiana,Hendricks,46113
Texas,Chambers,77575
California,Alameda,94505
California,Contra Costa,94505
Texas,Liberty,77575
California,San Joaquin,94505
Texas,Liberty,77582
Texas,Liberty,77561
New York,Westchester,10606
South Carolina,Aiken,29860
South Carolina,Edgefield,29860
Texas,Hockley,79353
South Dakota,Sanborn,57350
Texas,Cochran,79336
Texas,Hockley,79380
Texas,Hockley,79336
South Dakota,Beadle,57350
Washington,King,98065
Missouri,Saline,65340
Michigan,Oakland,48084
Missouri,Pettis,65340
Delaware,New Castle,19703
Pennsylvania,Butler,16002
Louisiana,East Baton Rouge,70813
Louisiana,East Baton Rouge,70807
Virginia,Cumberland,23901
Virginia,Prince Edward,23901
Virginia,Buckingham,23901
Wisconsin,Dane,53715
North Carolina,Davie,27006
Wisconsin,Barron,54868
Wisconsin,Barron,54857
Wisconsin,Rusk,54868
Wisconsin,Washburn,54868
Kentucky,Jefferson,40231
Minnesota,Lyon,56258
Kentucky,Jefferson,40213
Minnesota,Redwood,56258
Illinois,Peoria,61603
Illinois,Tazewell,61603
Maryland,Baltimore,21287
Maryland,Baltimore,21231
Texas,Anderson,75779
Texas,Anderson,75801
Iowa,Polk,50312
Tennessee,Gibson,38338
Tennessee,Madison,38343
Tennessee,Crockett,38343
Tennessee,Gibson,38343
Florida,Sarasota,34241
Michigan,Macomb,48043
Ohio,Jackson,45640
New York,Onondaga,13219
Georgia,Appling,31513
Georgia,Jeff Davis,31513
Texas,Lubbock,79412
Mississippi,Lee,38804
Mississippi,Itawamba,38804
Michigan,Allegan,49080
Michigan,Barry,49080
Michigan,Kalamazoo,49080
Mississippi,Neshoba,39051
Mississippi,Leake,39051
Mississippi,Attala,39051
Mississippi,Madison,39051
Texas,McLennan,76643
California,Orange,90623
California,Los Angeles,90623
New York,Monroe,14613
Nebraska,Lancaster,68503
New York,Albany,12206
New York,Albany,12226
California,San Luis Obispo,93402
California,San Luis Obispo,93424
Minnesota,St. Louis,55804
Pennsylvania,Lawrence,16105
Pennsylvania,Lawrence,16172
South Carolina,Kershaw,29078
South Carolina,Richland,29078
Texas,Harrison,75601
Texas,Gregg,75601
Colorado,Jefferson,80465
Colorado,Jefferson,80457
Colorado,Jefferson,80454
District of Columbia,District of Columbia,20015
Florida,Sarasota,34292
North Carolina,Vance,27536
California,Contra Costa,94575
California,Contra Costa,94516
California,Contra Costa,94556
California,Tehama,96029
California,Tehama,96021
California,Tehama,96074
Michigan,Oakland,48034
New York,Chemung,14901
Michigan,Eaton,48827
Michigan,Jackson,48827
Michigan,Ingham,48827
Alabama,Pike,36081
Alabama,Bullock,36081
Texas,Nueces,78404
Montana,Flathead,59912
Montana,Flathead,59928
Washington,Spokane,99037
Georgia,Hart,30643
New York,Dutchess,12524
New York,Putnam,12524
Virginia,Fairfax,22181
Arizona,Mohave,86426
Missouri,Jasper,64870
Missouri,Jasper,64830
Missouri,Pulaski,65473
Missouri,Phelps,65461
Missouri,Pulaski,65461
Ohio,Trumbull,44485
Oregon,Jackson,97524
Minnesota,Hennepin,55391
Louisiana,St. Martin,70518
Louisiana,Iberia,70518
Louisiana,Lafayette,70518
Florida,Clay,32091
Florida,Bradford,32091
West Virginia,Morgan,25427
West Virginia,Berkeley,25427
Ohio,Richland,44907
Utah,Cache,84304
Utah,Cache,84335
Utah,Cache,84327
Washington,King,98045
Washington,King,98288
Illinois,Will,60417
Ohio,Lorain,44089
Ohio,Erie,44089
Alabama,Montgomery,36108
New York,Westchester,10549
California,Stanislaus,95304
California,San Joaquin,95304
Missouri,Clay,64060
Kentucky,Hardin,40175
Kentucky,Meade,40175
Kentucky,Breckinridge,40175
Pennsylvania,Beaver,16117
Pennsylvania,Lawrence,16117
Pennsylvania,Erie,16502
Illinois,Will,60447
Illinois,Grundy,60447
Illinois,Kendall,60447
Virginia,Norfolk,23511
Illinois,Kane,60118
Tennessee,Franklin,37398
Tennessee,Moore,37398
Oklahoma,Okmulgee,74447
New York,Rockland,10965
Louisiana,West Baton Rouge,70764
Louisiana,Iberville,70764
New York,New York,10017
New York,New York,10167
Ohio,Preble,45320
California,Fresno,93648
Pennsylvania,Bucks,18969
Pennsylvania,Montgomery,18969
Arizona,Pinal,85658
Arizona,Pima,85658
Iowa,Dallas,50111
Iowa,Polk,50111
Tennessee,Loudon,37874
Tennessee,Monroe,37874
Tennessee,McMinn,37874
Tennessee,Roane,37874
West Virginia,Marshall,26041
Florida,Charlotte,33983
Maryland,Howard,21046
New Mexico,Santa Fe,87506
Florida,Pinellas,33706
Georgia,Pierce,31516
Minnesota,Nicollet,56003
Minnesota,Blue Earth,56003
Oregon,Multnomah,97218
Louisiana,Bossier,71006
Virginia,Amherst,24572
Pennsylvania,Mercer,16127
Pennsylvania,Lawrence,16127
Pennsylvania,Venango,16127
Pennsylvania,Butler,16127
Oklahoma,Tulsa,74110
Louisiana,Jefferson,70006
California,San Mateo,94019
Oklahoma,Harper,73801
Oklahoma,Woodward,73801
Georgia,Wayne,31545
Virginia,Fairfax,20124
Pennsylvania,Erie,16508
Michigan,Genesee,48451
Michigan,Livingston,48451
South Carolina,Horry,29568
Washington,Cowlitz,98674
Washington,Clark,98674
Pennsylvania,Allegheny,15229
Indiana,Noble,46755
Oregon,Lane,97439
Indiana,DeKalb,46755
Texas,Harris,77098
New Mexico,Doña Ana,88021
Colorado,Larimer,80513
Colorado,Weld,80513
Tennessee,Tipton,38019
Colorado,Boulder,80513
Minnesota,Nobles,56187
Minnesota,Jackson,56187
Virginia,Fauquier,20186
Virginia,Culpeper,20186
Georgia,Bibb,31220
Pennsylvania,Lancaster,17557
Georgia,Monroe,31220
Pennsylvania,Lancaster,17506
Oklahoma,Wagoner,74429
New York,Suffolk,11782
Florida,Charlotte,34224
Florida,Sarasota,34224
Washington,Pierce,98467
North Carolina,Guilford,27358
North Carolina,Rockingham,27358
North Carolina,Gaston,28164
North Carolina,Lincoln,28164
South Carolina,Laurens,29388
South Carolina,Spartanburg,29388
Missouri,St. Louis,63126
Alabama,Montgomery,36054
Alabama,Elmore,36054
Kansas,Johnson,66226
Pennsylvania,Berks,19508
Nebraska,Douglas,68124
Alabama,Escambia,36426
Alabama,Conecuh,36426
Colorado,Adams,80216
Delaware,Sussex,19956
Colorado,Denver,80216
California,Los Angeles,90232
New York,Erie,14210
Texas,Collin,75454
Alabama,Autauga,36022
Alabama,Elmore,36022
Alabama,Mobile,36619
Minnesota,Ramsey,55108
Pennsylvania,Luzerne,18705
Kansas,Cowley,67005
Ohio,Van Wert,45891
Iowa,Scott,52807
Missouri,Washington,63628
Missouri,Jefferson,63628
Missouri,St. Francois,63628
Missouri,Ste. Genevieve,63628
Georgia,Clayton,30354
Georgia,DeKalb,30354
Georgia,Fulton,30354
Minnesota,Isanti,55008
Minnesota,Chisago,55008
West Virginia,Taylor,26330
West Virginia,Harrison,26330
West Virginia,Barbour,26330
Maryland,Baltimore,21205
California,Kern,93250
Ohio,Franklin,43215
California,Los Angeles,91208
New Mexico,Lea,88264
New Mexico,Lea,88262
New Mexico,Lea,88260
Utah,Utah,84655
Utah,Juab,84626
Utah,Utah,84626
Utah,Utah,84633
Pennsylvania,Pike,18337
Kentucky,Butler,42276
Kentucky,Logan,42276
Ohio,Hamilton,45202
Tennessee,Macon,37083
Missouri,Camden,65020
Missouri,Laclede,65020
Alabama,Montgomery,36106
Pennsylvania,Westmoreland,15012
Pennsylvania,Fayette,15012
West Virginia,Berkeley,25405
Pennsylvania,Westmoreland,15087
Pennsylvania,Washington,15012
Michigan,Wayne,48206
Kentucky,Jefferson,40208
Texas,Henderson,75143
Texas,Ellis,75143
Texas,Kaufman,75143
Indiana,Washington,47167
California,Santa Cruz,95066
Washington,Clark,98663
Florida,Pinellas,33765
Indiana,Wells,46714
California,Los Angeles,90305
Indiana,Adams,46714
Michigan,Oakland,48301
Michigan,St. Clair,48059
Texas,Hays,78676
Texas,Comal,78676
Texas,Blanco,78676
West Virginia,Cabell,25704
California,Orange,92845
West Virginia,Wayne,25704
Florida,Palm Beach,33412
Michigan,Oakland,48072
Washington,Spokane,99251
West Virginia,Berkeley,25401
Washington,Spokane,99218
Michigan,Calhoun,49068
Georgia,Elbert,30635
Georgia,Hart,30635
South Carolina,Spartanburg,29369
Oregon,Coos,97459
Oregon,Douglas,97459
Ohio,Trumbull,44420
Illinois,Sangamon,62629
Michigan,Oakland,48030
New York,St. Lawrence,13669
Alabama,St. Clair,35094
Alabama,Shelby,35094
Alabama,Jefferson,35094
Mississippi,Hancock,39520
Kansas,Johnson,66207
Florida,Indian River,32963
Florida,St. Lucie,32963
California,Monterey,93944
California,Monterey,93943
California,Monterey,93950
North Carolina,Moore,28388
North Carolina,Moore,28387
Nebraska,Dakota,68776
Georgia,Grady,39828
Missouri,Clay,64024
Missouri,Ray,64024
New York,Rockland,10960
Indiana,White,47960
Indiana,Pulaski,47960
Indiana,Carroll,47960
Indiana,White,47925
Georgia,Jones,31032
New Mexico,San Juan,87499
New Mexico,San Juan,87413
California,Alameda,94552
New York,Westchester,10804
Florida,Gilchrist,32669
Florida,Levy,32669
Florida,Alachua,32669
Wisconsin,Green,53566
Pennsylvania,Berks,19530
Pennsylvania,Lehigh,19530
Colorado,Weld,80603
Colorado,Adams,80603
Delaware,New Castle,19809
Colorado,Conejos,81101
Colorado,Alamosa,81101
Florida,Brevard,32922
Pennsylvania,Montgomery,19096
Pennsylvania,Delaware,19096
Missouri,Monroe,65265
Missouri,Audrain,65265
Tennessee,Weakley,38237
Tennessee,Obion,38237
Pennsylvania,Venango,16323
Pennsylvania,Venango,16343
Mississippi,Benton,38635
Mississippi,Marshall,38635
Mississippi,Tate,38635
Minnesota,Hennepin,55344
Illinois,Cook,60458
Tennessee,Shelby,38107
North Carolina,Henderson,28791
North Carolina,Henderson,28758
Florida,Martin,33478
Florida,Palm Beach,33478
Pennsylvania,Venango,16301
Pennsylvania,Venango,16344
Texas,Wichita,76301
Ohio,Delaware,43074
Ohio,Licking,43074
Tennessee,Davidson,37218
Ohio,Lorain,44044
Colorado,Montezuma,81321
Colorado,Montezuma,81334
Alabama,Mobile,36541
Florida,Lee,33973
Nebraska,Lancaster,68507
Mississippi,Union,38652
Texas,Nueces,78416
Michigan,Wayne,48202
Texas,Newton,75951
Texas,Jasper,75951
Ohio,Hamilton,45051
Ohio,Hamilton,45001
Ohio,Hamilton,45233
Florida,St. Johns,32095
North Carolina,Guilford,27282
Illinois,Cook,60429
Pennsylvania,Fayette,15666
Pennsylvania,Westmoreland,15674
Pennsylvania,Westmoreland,15689
Pennsylvania,Westmoreland,15666
Georgia,Bibb,31211
Georgia,Jones,31211
Mississippi,Monroe,39773
Mississippi,Clay,39773
Illinois,Boone,61114
Illinois,Winnebago,61114
New Mexico,San Juan,87410
Missouri,Nodaway,64468
Minnesota,Morrison,56345
California,Humboldt,95540
Maryland,Baltimore,21128
Wisconsin,Marinette,54143
Pennsylvania,Philadelphia,19107
Oklahoma,Sequoyah,74945
Oklahoma,Sequoyah,74955
Kansas,Sedgwick,67235
California,Orange,92866
Florida,Polk,33815
Ohio,Allen,45804
Texas,Galveston,77591
Indiana,Shelby,46259
Indiana,Johnson,46259
Indiana,Marion,46259
Washington,Yakima,98930
Washington,Benton,98930
California,Inyo,93514
South Carolina,Spartanburg,29368
South Carolina,Spartanburg,29323
South Carolina,Spartanburg,29338
South Carolina,Cherokee,29323
California,Mono,93514
Pennsylvania,Allegheny,15214
Georgia,Burke,30830
Florida,Alachua,32616
Florida,Alachua,32615
Florida,Alachua,32658
Nebraska,Washington,68007
Nebraska,Douglas,68007
Michigan,Wayne,48201
New York,Chautauqua,14135
New York,Chautauqua,14048
California,Kern,93519
California,Kern,93505
Texas,Nacogdoches,75961
West Virginia,Kanawha,25314
Iowa,Warren,50211
Iowa,Madison,50211
Virginia,Spotsylvania,22508
Virginia,Orange,22508
Virginia,Orange,22433
Colorado,Pueblo,81003
Maryland,Baltimore,21074
Maryland,Carroll,21074
Missouri,Warren,63383
Missouri,Lincoln,63383
Michigan,Oakland,48025
Missouri,Warren,63380
Indiana,Lake,46408
Florida,Lee,33972
North Carolina,Carteret,28557
Ohio,Butler,45067
Ohio,Butler,45062
Florida,Duval,32222
Nevada,Clark,89005
Tennessee,Hawkins,37642
Louisiana,St. Landry,70525
Louisiana,Lafayette,70525
Louisiana,Acadia,70525
Michigan,Oakland,48362
Wisconsin,Portage,54981
Wisconsin,Waupaca,54981
Wisconsin,Waushara,54981
Wisconsin,Waupaca,54946
California,Santa Clara,94041
Florida,Collier,34134
Florida,Lee,34134
South Carolina,Beaufort,29928
Maryland,Calvert,20639
Maryland,St. Mary's,20650
Maryland,St. Mary's,20627
North Carolina,Wayne,28365
North Carolina,Duplin,28325
North Carolina,Sampson,28365
North Carolina,Duplin,28365
Missouri,Andrew,64507
Oregon,Clackamas,97089
Missouri,Buchanan,64507
Louisiana,East Baton Rouge,70811
Maryland,Montgomery,20851
New York,Orange,12771
New York,Warren,12801
Texas,Bexar,78252
Nebraska,Douglas,68108
New York,Richmond,10307
Illinois,St. Clair,62294
Illinois,Madison,62294
Florida,Pinellas,33708
Florida,Pinellas,33744
Alabama,Barbour,36027
Alabama,Russell,36027
Alabama,Henry,36027
Oklahoma,Oklahoma,73142
Wyoming,Uinta,82930
Wisconsin,Columbia,53901
Wisconsin,Marquette,53901
Louisiana,Lafourche,70394
Arkansas,Pulaski,72210
Arkansas,Saline,72210
Alabama,Jefferson,35213
Illinois,Cook,60601
Ohio,Cuyahoga,44103
California,Shasta,96022
Wisconsin,Milwaukee,53228
California,Tehama,96022
Florida,Nassau,32011
Michigan,Livingston,48836
Ohio,Montgomery,45432
Ohio,Greene,45432
California,Contra Costa,94805
Texas,Wichita,76306
Oregon,Multnomah,97232
North Carolina,Wake,27523
Hawaii,Hawaii,96778
North Carolina,Chatham,27523
Pennsylvania,Snyder,17870
Pennsylvania,Union,17870
Oregon,Linn,97386
Oregon,Linn,97336
Florida,Martin,33469
Florida,Palm Beach,33469
Michigan,Midland,48623
Michigan,Bay,48623
Michigan,Saginaw,48623
Kentucky,Jefferson,40210
Tennessee,Hamilton,37416
California,Alameda,94502
Texas,Fannin,75418
Tennessee,Shelby,38120
North Carolina,Cumberland,28307
North Carolina,Cumberland,28310
Texas,Wharton,77436
Texas,Wharton,77443
Texas,Wharton,77488
